V1	V2
PF3D7_1100100	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0046789,GO:0050839,GO:0098609
PF3D7_1100200	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0046789,GO:0050839,GO:0098609
PF3D7_1100300	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1100400	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1100500	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1100800	GO:0016021,GO:0020036,GO:0042000
PF3D7_1101100	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036,GO:0046789
PF3D7_1101200	GO:0020002,GO:0020033
PF3D7_1101300	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1101500	GO:0020036
PF3D7_1101600	GO:0030430
PF3D7_1101700	GO:0016021,GO:0020036,GO:0042000
PF3D7_1101800	GO:0020036
PF3D7_1102200	GO:0043657
PF3D7_1102300	GO:0044538
PF3D7_1102400	GO:0004632,GO:0015937
PF3D7_1102500	GO:0005515,GO:0033644,GO:0044538
PF3D7_1102600	GO:0043657
PF3D7_1102700	GO:0020005
PF3D7_1102800	GO:0020005
PF3D7_1102900	GO:0043657
PF3D7_1103100	GO:0003735,GO:0005634,GO:0006412,GO:0015934
PF3D7_1103200	GO:0030533
PF3D7_1103300	GO:0030533
PF3D7_1103400	GO:0005515,GO:0020011,GO:1990229
PF3D7_1103500	GO:0044312
PF3D7_1103600	GO:0005634
PF3D7_1103700	GO:0004674,GO:0005634,GO:0005737,GO:0005956,GO:0006468
PF3D7_1103800	GO:0003729,GO:0005634,GO:0005829,GO:0030014
PF3D7_1104000	GO:0004826,GO:0005622,GO:0005634,GO:0006432,GO:0009328
PF3D7_1104100	GO:0005484,GO:0005886,GO:0006886,GO:0020020,GO:0031201,GO:0031338
PF3D7_1104200	GO:0005524,GO:0005634,GO:0006338,GO:0006355,GO:0008026,GO:0008094
PF3D7_1104300	GO:0005634
PF3D7_1104400	GO:0005634,GO:0009986,GO:0020003,GO:0044409,GO:0046812
PF3D7_1104700	GO:0005666
PF3D7_1105000	GO:0000786,GO:0003677,GO:0005634,GO:0051276,GO:1903561
PF3D7_1105100	GO:0000786,GO:0003677,GO:0005634,GO:0051276
PF3D7_1105400	GO:0003735,GO:0005634,GO:0022627,GO:1903561
PF3D7_1105500	GO:0000278,GO:0005509,GO:0005737,GO:0005813,GO:0005815
PF3D7_1105600	GO:0005515,GO:0020003,GO:0020005,GO:0020026,GO:0044053,GO:0097619
PF3D7_1105700	GO:0005634
PF3D7_1105800	GO:0003729,GO:0005739,GO:0020020
PF3D7_1106000	GO:0003678,GO:0005515,GO:0005737,GO:0006281,GO:0006310,GO:0016887,GO:0043141
PF3D7_1106100	GO:0020011
PF3D7_1106200	GO:0020011
PF3D7_1106300	GO:0020011
PF3D7_1106500	GO:0020011
PF3D7_1106700	GO:0004518,GO:0006261
PF3D7_1106800	GO:0004672,GO:0005515,GO:0005524,GO:0020003,GO:0044164
PF3D7_1107000	GO:0000398,GO:0005634,GO:0005732,GO:0017070,GO:0046540
PF3D7_1107300	GO:0003729,GO:0005634
PF3D7_1107400	GO:0000150,GO:0003677,GO:0003684,GO:0005515,GO:0005524,GO:0005634,GO:0006281,GO:0006310,GO:0008094
PF3D7_1107700	GO:0005515,GO:0005634,GO:0005654,GO:0042254,GO:0051726
PF3D7_1107800	GO:0005634,GO:0043565
PF3D7_1108200	GO:0005737
PF3D7_1108400	GO:0004674,GO:0005515,GO:0005634,GO:0005737,GO:0005956,GO:0006468,GO:0046777,GO:1903561
PF3D7_1108500	GO:0004775,GO:0005739,GO:0006104
PF3D7_1108600	GO:0005509,GO:0005515,GO:0005634,GO:0005783,GO:0006508,GO:0020020,GO:0020036,GO:0035891
PF3D7_1108700	GO:0005515,GO:0005634,GO:0005783,GO:0006457,GO:0009408,GO:0044164,GO:0051082
PF3D7_1109400	GO:0005730,GO:0006364,GO:0030515,GO:0030688
PF3D7_1109900	GO:0003735,GO:0005634,GO:0006412,GO:0022625
PF3D7_1110400	GO:0003729,GO:0005634
PF3D7_1110500	GO:0005634,GO:0030904,GO:0042147
PF3D7_1110600	GO:0003735,GO:0006412
PF3D7_1110700	GO:0005200,GO:0005634,GO:0005884,GO:0007010
PF3D7_1111100	GO:0005634,GO:0005663,GO:0006260,GO:0006271
PF3D7_1111300	GO:0005484,GO:0006906,GO:0016192,GO:0031201
PF3D7_1113100	GO:0004725,GO:0005737,GO:0006470,GO:0009986,GO:0018342,GO:0020008,GO:0020009
PF3D7_1113300	GO:0005459,GO:0005783,GO:0042493
PF3D7_1113400	GO:0005634,GO:0030433
PF3D7_1113700	GO:0004462,GO:0005829,GO:0006749
PF3D7_1113900	GO:0000165,GO:0000910,GO:0005634,GO:0006468,GO:0007165,GO:0030261
PF3D7_1114100	GO:0006465,GO:0008233,GO:0020009
PF3D7_1114200	GO:0020036
PF3D7_1114400	GO:0005739
PF3D7_1114700	GO:0005634,GO:0005737,GO:0006355,GO:0006468,GO:0035690
PF3D7_1114800	GO:0004367,GO:0006072,GO:0009331,GO:0020011
PF3D7_1114900	GO:0009657
PF3D7_1115200	GO:0005737,GO:0042800,GO:0046974,GO:0051567,GO:0051568
PF3D7_1115300	GO:0004197,GO:0006508,GO:0020020
PF3D7_1115400	GO:0004197,GO:0006508,GO:0020020,GO:0042540
PF3D7_1115600	GO:0003755,GO:0005783,GO:0005829,GO:0006457,GO:0016018
PF3D7_1115700	GO:0004197,GO:0005515,GO:0006508,GO:0020020
PF3D7_1115800	GO:0005634,GO:0009986,GO:0020036
PF3D7_1115900	GO:0016409,GO:0016746,GO:0018345,GO:0070258
PF3D7_1116000	GO:0003823,GO:0005515,GO:0005634,GO:0020008,GO:0020020,GO:0032991,GO:0044409,GO:1990225
PF3D7_1116100	GO:0020020
PF3D7_1116200	GO:0000304,GO:0004359,GO:0005829,GO:0042819
PF3D7_1116300	GO:0005634,GO:0006457
PF3D7_1116400	GO:0005085,GO:0005525,GO:0006888,GO:0030176
PF3D7_1116500	GO:0005886,GO:0008517,GO:0016021,GO:0020011,GO:0045177
PF3D7_1116600	GO:0004579,GO:0005887,GO:0006487,GO:0008250,GO:0016021
PF3D7_1116700	GO:0020003,GO:0020020,GO:0042493
PF3D7_1116800	GO:0005515,GO:0005634,GO:0006986,GO:0009408,GO:0020003,GO:0020005,GO:0020007,GO:0020026,GO:0020036,GO:0043335,GO:0044053,GO:0097619,GO:1903561
PF3D7_1117000	GO:0005886,GO:0016021
PF3D7_1117100	GO:0000338,GO:0006511,GO:0016579,GO:0019784
PF3D7_1117500	GO:0004831,GO:0005524,GO:0006437,GO:0020011
PF3D7_1117600	GO:0004045,GO:0005739,GO:0043022
PF3D7_1117700	GO:0003924,GO:0005525,GO:0005634,GO:0006405,GO:0006886,GO:0020020,GO:0051726,GO:1903561
PF3D7_1117800	GO:0000781,GO:0004519,GO:0005515,GO:0005524,GO:0006298,GO:0016887
PF3D7_1117900	GO:0005634
PF3D7_1118100	GO:0016192,GO:0030121
PF3D7_1118200	GO:0003729,GO:0005524,GO:0005634,GO:0005739,GO:0006986,GO:0009408,GO:0016887
PF3D7_1118500	GO:0005634,GO:0006364,GO:0031428,GO:0032040
PF3D7_1118600	GO:0004402,GO:0005515,GO:0005634,GO:0005737,GO:0020003,GO:0042493,GO:0043981,GO:0043982,GO:0043983,GO:0043984,GO:0044538
PF3D7_1118700	GO:0005515,GO:0016459,GO:0045177
PF3D7_1118800	GO:0005885,GO:0007015,GO:0045010
PF3D7_1119000	GO:0005634,GO:0020011
PF3D7_1119200	GO:0005634
PF3D7_1119300	GO:0000398,GO:0003723,GO:0005634,GO:0005681,GO:0005686
PF3D7_1119500	GO:0016192,GO:0030119,GO:0030131
PF3D7_1119800	GO:0000380,GO:0003723,GO:0003729,GO:0005634,GO:0020036
PF3D7_1120000	GO:0003729,GO:0005634
PF3D7_1120100	GO:0004619,GO:0005515,GO:0005634,GO:0006096,GO:0020036
PF3D7_1120500	GO:0020011
PF3D7_1120900	GO:0005515,GO:0005634,GO:0005737
PF3D7_1121000	GO:0005794,GO:0016409,GO:0018345
PF3D7_1121300	GO:0044164
PF3D7_1121500	GO:0020011
PF3D7_1121600	GO:0004364,GO:0005515,GO:0005634,GO:0006749,GO:0015267,GO:0020005,GO:0020026,GO:0042493,GO:1903561
PF3D7_1121700	GO:0005524,GO:0006417,GO:0006810,GO:0016020,GO:0042626
PF3D7_1122100	GO:0003923,GO:0016255
PF3D7_1122200	GO:0016706,GO:0032452,GO:0042493
PF3D7_1122500	GO:0005634
PF3D7_1122800	GO:0009931
PF3D7_1122900	GO:0003774,GO:0007018,GO:0030286
PF3D7_1123100	GO:0004672,GO:0005515,GO:0005546,GO:0006468,GO:0031982,GO:0048471
PF3D7_1123400	GO:0003747,GO:0018444
PF3D7_1123500	GO:0005515,GO:0005794,GO:0020003,GO:0020011,GO:0044877
PF3D7_1123700	GO:0005739
PF3D7_1123900	GO:0000398,GO:0005634,GO:0005730,GO:0030621,GO:0034511
PF3D7_1124000	GO:0005783,GO:0006457,GO:0016491,GO:0020036
PF3D7_1124100	GO:0012505
PF3D7_1124300	GO:0005634,GO:0042393
PF3D7_1124400	GO:0000290,GO:0000339,GO:0005845,GO:0006397,GO:0008380
PF3D7_1124500	GO:0004739,GO:0006086,GO:0006633,GO:0020011,GO:0045254
PF3D7_1124600	GO:0004305,GO:0005737,GO:0006629,GO:0006646,GO:0006656,GO:0020036
PF3D7_1124700	GO:0005634,GO:0005759,GO:0030150,GO:0051082
PF3D7_1124900	GO:0003735,GO:0005634,GO:0006412,GO:0015934
PF3D7_1125000	GO:0020011
PF3D7_1125100	GO:0005739
PF3D7_1125300	GO:0003677,GO:0005515,GO:0005739
PF3D7_1125400	GO:0005739,GO:0005743,GO:0006626,GO:0015450
PF3D7_1125500	GO:0000398,GO:0003723,GO:0005515,GO:0005634,GO:0030532
PF3D7_1126000	GO:0004829,GO:0005524,GO:0005634,GO:0005829,GO:0006435,GO:0020011,GO:0042493
PF3D7_1126100	GO:0005737,GO:0009657
PF3D7_1126200	GO:0003735,GO:0005634,GO:0006412,GO:0015935
PF3D7_1126800	GO:0000381,GO:0005634
PF3D7_1126900	GO:0000398,GO:0005634,GO:0005682,GO:0005685,GO:0046540
PF3D7_1127000	GO:0005634,GO:0020020
PF3D7_1127100	GO:0004170,GO:0006260,GO:0006399
PF3D7_1127300	GO:0030488,GO:0043527
PF3D7_1127400	GO:0020011
PF3D7_1127600	GO:0005634
PF3D7_1127800	GO:0005634
PF3D7_1128000	GO:0005634
PF3D7_1128200	GO:0003713,GO:0005634,GO:0005829,GO:0006355,GO:0034399
PF3D7_1128400	GO:0004311,GO:0004337,GO:0008299,GO:0035690,GO:0042493
PF3D7_1128600	GO:0030014
PF3D7_1128700	GO:0003923,GO:0016255
PF3D7_1128900	GO:0005634,GO:0005829
PF3D7_1129000	GO:0004766,GO:0005634,GO:0005737,GO:0008295
PF3D7_1129100	GO:0005515,GO:0005634,GO:0020003,GO:0020020,GO:0020026,GO:0020036,GO:0032991
PF3D7_1129200	GO:0000502,GO:0004175,GO:0005634,GO:0006508
PF3D7_1129400	GO:0005634,GO:0005730,GO:0009383,GO:0042273
PF3D7_1129500	GO:0000701,GO:0005634,GO:0006284,GO:0019104
PF3D7_1129600	GO:0016307,GO:0016773,GO:0046488,GO:0046854,GO:0048015
PF3D7_1129900	GO:0016021
PF3D7_1130000	GO:0004610,GO:0006041
PF3D7_1130100	GO:0003735,GO:0005634,GO:0006412,GO:0022625
PF3D7_1130200	GO:0005622,GO:0005634,GO:1903561
PF3D7_1130400	GO:0004175,GO:0005634,GO:0006508,GO:0006511,GO:0008540,GO:0016887,GO:0070682
PF3D7_1130500	GO:0006888,GO:0017119
PF3D7_1130700	GO:0000070,GO:0003680,GO:0003690,GO:0005515,GO:0005634,GO:0016887,GO:0034990
PF3D7_1131100	GO:0016020
PF3D7_1132000	GO:0005634
PF3D7_1132200	GO:0005524,GO:0005622,GO:0005634,GO:0005829,GO:0005832,GO:0006457,GO:0051082
PF3D7_1132300	GO:0005634
PF3D7_1132400	GO:0016021
PF3D7_1132500	GO:0016021
PF3D7_1132700	GO:0003735,GO:0006412
PF3D7_1132800	GO:0005886,GO:0006833,GO:0008519,GO:0009247,GO:0009986,GO:0015791,GO:0020036,GO:0048471,GO:0051475
PF3D7_1132900	GO:0005739
PF3D7_1133200	GO:0005634
PF3D7_1133400	GO:0005515,GO:0005886,GO:0016021,GO:0020007,GO:0020009,GO:0044409,GO:0046812
PF3D7_1133800	GO:0020011
PF3D7_1134000	GO:0005634,GO:0005739,GO:0006986,GO:0009408,GO:0020020
PF3D7_1134100	GO:0003756,GO:0005634,GO:0005788,GO:0006457,GO:0009055,GO:0055114
PF3D7_1134300	GO:0005634
PF3D7_1134700	GO:0003677,GO:0003899,GO:0005736,GO:0006360
PF3D7_1134800	GO:0005737,GO:0006888,GO:0006890,GO:0030126
PF3D7_1135100	GO:0005634,GO:0005737
PF3D7_1135400	GO:0020003
PF3D7_1135600	GO:0000796
PF3D7_1136200	GO:0046658
PF3D7_1136300	GO:0003723,GO:0004518,GO:0005509,GO:0005515,GO:0005634
PF3D7_1136400	GO:0005048,GO:0005786
PF3D7_1136500	GO:0004672,GO:0005515,GO:0005634,GO:0005829,GO:0006468,GO:0020009,GO:0044538
PF3D7_1136700	GO:0020008,GO:0044409
PF3D7_1136900	GO:0006508,GO:0008236,GO:0016021,GO:0020009,GO:0020026,GO:0044310,GO:0051604
PF3D7_1137100	GO:0015935
PF3D7_1137200	GO:0044311
PF3D7_1137400	GO:0005634
PF3D7_1137500	GO:0020011
PF3D7_1137800	GO:0005886,GO:0009986,GO:0020005,GO:0048469
PF3D7_1138000	GO:0005634
PF3D7_1138100	GO:0002143,GO:0032447,GO:0034227
PF3D7_1138400	GO:0006182,GO:0007165,GO:0016021
PF3D7_1138500	GO:0004722,GO:0005634,GO:0005737,GO:0006470
PF3D7_1138700	GO:0005634,GO:0042493
PF3D7_1138800	GO:0005515,GO:0005634
PF3D7_1139300	GO:0005634,GO:0043565
PF3D7_1139700	GO:0005739,GO:0015039,GO:0055114
PF3D7_1140000	GO:0004089
PF3D7_1140100	GO:0000221,GO:0005634,GO:0007035,GO:0046961
PF3D7_1140200	GO:0005634
PF3D7_1140400	GO:0005634,GO:0009986
PF3D7_1140500	GO:0000146,GO:0003774,GO:0003779,GO:0005634,GO:0007010,GO:0016459,GO:0030048
PF3D7_1140700	GO:0062072
PF3D7_1140800	GO:0005634
PF3D7_1141200	GO:0005739
PF3D7_1141300	GO:0005634
PF3D7_1141600	GO:0004582,GO:0005783,GO:0006486
PF3D7_1141800	GO:0005634
PF3D7_1141900	GO:0005200,GO:0020038,GO:0070258
PF3D7_1142100	GO:0005634
PF3D7_1142300	GO:0016021
PF3D7_1142400	GO:0004109,GO:0005737,GO:0005829,GO:0006783
PF3D7_1142500	GO:0005634,GO:0022625
PF3D7_1142600	GO:0003735,GO:0005634,GO:0006412,GO:0015934
PF3D7_1142800	GO:0005739,GO:0015986
PF3D7_1143000	GO:0020011
PF3D7_1143100	GO:0005634
PF3D7_1143300	GO:0005666,GO:0005736,GO:0006360,GO:0042797
PF3D7_1143400	GO:0003743,GO:0006413,GO:0016282
PF3D7_1144000	GO:0003735,GO:0005634,GO:0006412,GO:0022627
PF3D7_1144300	GO:0022625
PF3D7_1144500	GO:0016925,GO:0019948,GO:0031510
PF3D7_1144700	GO:0016021,GO:0017038,GO:0020011
PF3D7_1144900	GO:0005802,GO:0005829,GO:0006886,GO:0006891,GO:0060627
PF3D7_1145100	GO:0005634,GO:0006888,GO:0006890,GO:0030126
PF3D7_1145400	GO:0003924,GO:0005634,GO:0005737,GO:0005886,GO:0007017,GO:0016192,GO:0020005,GO:0020020,GO:0030430,GO:0031965
PF3D7_1145500	GO:0005524,GO:0005739,GO:0006810,GO:0016021,GO:0020011,GO:0042626
PF3D7_1145600	GO:0005739,GO:0016021
PF3D7_1146000	GO:0000027,GO:0005634,GO:0005730
PF3D7_1146100	GO:0044312
PF3D7_1146300	GO:0009986
PF3D7_1146600	GO:0005634,GO:0071944
PF3D7_1146900	GO:0016192
PF3D7_1147000	GO:0005634
PF3D7_1147300	GO:0005634
PF3D7_1147500	GO:0004660,GO:0005965,GO:0018343,GO:0042493
PF3D7_1147700	GO:0005739,GO:0015986
PF3D7_1147800	GO:0020007,GO:0020008,GO:0044409,GO:0046812
PF3D7_1148700	GO:0020036,GO:0033644,GO:0044538
PF3D7_1148800	GO:0043657
PF3D7_1148900	GO:0020036
PF3D7_1149000	GO:0005515,GO:0005634,GO:0020036,GO:0033644,GO:0046789,GO:0098609
PF3D7_1149100	GO:0043657
PF3D7_1149200	GO:0020036
PF3D7_1149300	GO:0006468,GO:0044003,GO:0044538
PF3D7_1149400	GO:0043657
PF3D7_1149600	GO:0020036,GO:0043657
PF3D7_1149800	GO:0020002,GO:0020033
PF3D7_1149900	GO:0020013,GO:0020036
PF3D7_1150000	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1150200	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1150300	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1150400	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0046789,GO:0050839,GO:0098609
PF3D7_1200100	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0046789,GO:0050839,GO:0098609
PF3D7_1200200	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1200300	GO:0020002,GO:0020033
PF3D7_1200400	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0046789,GO:0050839,GO:0098609
PF3D7_1200500	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1200600	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0020036,GO:0035373,GO:0046789,GO:0050839,GO:0098609
PF3D7_1200610	GO:0006417,GO:0045182
PF3D7_1200700	GO:0020036
PF3D7_1200800	GO:0006468,GO:0020036,GO:0033644,GO:0044003
PF3D7_1200900	GO:0030430
PF3D7_1201000	GO:0005634,GO:0020003,GO:0020030,GO:0044538
PF3D7_1201100	GO:0030430
PF3D7_1201200	GO:0020036,GO:0043657
PF3D7_1201300	GO:0020036
PF3D7_1201400	GO:0043657
PF3D7_1201500	GO:0003924,GO:0016887
PF3D7_1201600	GO:0004674,GO:0004708,GO:0005524,GO:0006468,GO:0046777
PF3D7_1201900	GO:0005634
PF3D7_1202000	GO:0004004,GO:0005524,GO:0005634,GO:0005737,GO:0008094,GO:0008186,GO:0032508,GO:0043138,GO:0043141
PF3D7_1202200	GO:0005315,GO:0005739,GO:0005743,GO:0035435
PF3D7_1202400	GO:0006457
PF3D7_1202500	GO:0008173
PF3D7_1202600	GO:0005634,GO:0051168
PF3D7_1202900	GO:0001819,GO:0005634,GO:0005694,GO:0005829,GO:0006355,GO:0008301
PF3D7_1203000	GO:0003688,GO:0005634,GO:0005664,GO:0005737,GO:0006270,GO:0016887,GO:0042162
PF3D7_1203200	GO:0005515,GO:0005634,GO:0005737,GO:0005789
PF3D7_1203300	GO:0009657
PF3D7_1203400	GO:0016021
PF3D7_1203500	GO:0005737
PF3D7_1203600	GO:0005739,GO:0005743,GO:0055114
PF3D7_1203700	GO:0003677,GO:0005515,GO:0005634,GO:0005737,GO:0006334,GO:0042393
PF3D7_1203900	GO:0004842,GO:0005634,GO:0005737,GO:0005783,GO:0006464,GO:0010564,GO:0016887,GO:0030433
PF3D7_1204300	GO:0003743,GO:0005634,GO:0006413,GO:0020036
PF3D7_1204400	GO:0005886,GO:0009986,GO:0016021
PF3D7_1205200	GO:0005938,GO:0016791,GO:0045178,GO:0070258
PF3D7_1205300	GO:0020011
PF3D7_1205600	GO:0005634
PF3D7_1205700	GO:0004416,GO:0005829,GO:0009438,GO:0020011
PF3D7_1205800	GO:0005634
PF3D7_1206000	GO:0004725,GO:0005634,GO:0043657,GO:0045177,GO:0048471
PF3D7_1206100	GO:0005524,GO:0005829,GO:0016311
PF3D7_1206200	GO:0003729,GO:0003743,GO:0005634,GO:0005852
PF3D7_1206400	GO:0002098,GO:0004792
PF3D7_1206600	GO:0005666,GO:0006383
PF3D7_1206700	GO:0003743,GO:0005515,GO:0005634,GO:0006446
PF3D7_1207000	GO:0005634
PF3D7_1207100	GO:0003723,GO:0006364
PF3D7_1207300	GO:0009986,GO:0044312,GO:0044409,GO:0071976
PF3D7_1207500	GO:0003723,GO:0020011
PF3D7_1207600	GO:0000049,GO:0006400,GO:0020011,GO:0052381
PF3D7_1208000	GO:0020011
PF3D7_1208200	GO:0030522,GO:0031362,GO:0046907
PF3D7_1208300	GO:0000036,GO:0005739,GO:0006633
PF3D7_1208400	GO:0016021,GO:0042493
PF3D7_1208600	GO:0005758,GO:0008565,GO:0045039
PF3D7_1208900	GO:0005634
PF3D7_1209000	GO:0005737,GO:0034399
PF3D7_1209200	GO:0000375,GO:0000398,GO:0005634,GO:0005681,GO:0005732
PF3D7_1209300	GO:0000781,GO:0003691,GO:0005634,GO:0018024,GO:0034399,GO:0034968,GO:0080084,GO:1904357
PF3D7_1209400	GO:0016226,GO:0097361,GO:0097428
PF3D7_1209500	GO:0016020,GO:0030553,GO:0046069,GO:0047555
PF3D7_1209600	GO:0004418,GO:0004852,GO:0006779,GO:0006783,GO:0020011
PF3D7_1209900	GO:0005524,GO:0005739,GO:0006810,GO:0020011,GO:0042626
PF3D7_1210000	GO:0003735,GO:0006412,GO:0020011,GO:0022625
PF3D7_1210100	GO:0005484,GO:0005768,GO:0006886,GO:0031201,GO:0031338
PF3D7_1210900	GO:0000030,GO:0005783,GO:0016021
PF3D7_1211000	GO:0003777,GO:0005524,GO:0005871,GO:0007018,GO:0016887
PF3D7_1211200	GO:0005634
PF3D7_1211300	GO:0004003,GO:0005524,GO:0005656,GO:0006270,GO:0006271,GO:0008094
PF3D7_1211400	GO:0005634,GO:0005737,GO:0006986,GO:0009408,GO:0020036,GO:0030430,GO:0030544,GO:0051082
PF3D7_1211500	GO:0005743,GO:0032543
PF3D7_1211600	GO:0005634,GO:0034399
PF3D7_1211700	GO:0005524,GO:0005634,GO:0042555
PF3D7_1211800	GO:0000151,GO:0000209,GO:0005737,GO:0005783,GO:0006511,GO:0009986,GO:0010564,GO:0016567,GO:0016887,GO:0030433
PF3D7_1211900	GO:0002028,GO:0016887,GO:0042493
PF3D7_1212000	GO:0005739,GO:0005829,GO:0008379,GO:0020011
PF3D7_1212100	GO:0020011,GO:0044164
PF3D7_1212500	GO:0030176,GO:0043136
PF3D7_1212700	GO:0003743,GO:0005634,GO:0005852,GO:0006413,GO:0006446
PF3D7_1212800	GO:0005739,GO:0006099,GO:0008177
PF3D7_1212900	GO:0005515,GO:0005634
PF3D7_1213200	GO:0016592
PF3D7_1213500	GO:0016021
PF3D7_1213600	GO:0003774,GO:0003777,GO:0005868,GO:0005875,GO:0007018
PF3D7_1213700	GO:0003899,GO:0005634,GO:0006352
PF3D7_1213800	GO:0004827,GO:0005634,GO:0005737,GO:0006418,GO:0042493
PF3D7_1214100	GO:0005783,GO:0016021
PF3D7_1214200	GO:0005739
PF3D7_1214300	GO:0004663,GO:0005968,GO:0018344
PF3D7_1214400	GO:0034975,GO:0072546
PF3D7_1214600	GO:0005739,GO:0009055,GO:0055114
PF3D7_1214800	GO:0044310
PF3D7_1214900	GO:0016021
PF3D7_1215000	GO:0005739,GO:0006979,GO:0008379
PF3D7_1215200	GO:0003755,GO:0005739,GO:0006457,GO:0016018
PF3D7_1215300	GO:0005739,GO:0006986,GO:0009408,GO:0020020,GO:0051082
PF3D7_1215900	GO:0005515,GO:0005783,GO:0006260,GO:0006511,GO:0042752,GO:0044114
PF3D7_1216000	GO:0004828,GO:0006434,GO:0020011
PF3D7_1216100	GO:0016021
PF3D7_1216200	GO:0004367,GO:0005634,GO:0006072,GO:0009331
PF3D7_1216300	GO:0005515,GO:0005634,GO:0005737,GO:0005786,GO:0005789,GO:0006617,GO:0008312,GO:0043022
PF3D7_1216500	GO:0005774,GO:0005886,GO:0020005,GO:0035891,GO:0044310
PF3D7_1216600	GO:0020009,GO:0071976
PF3D7_1216700	GO:0016020,GO:0022829,GO:0031982,GO:0046931,GO:0071944,GO:0097708
PF3D7_1216800	GO:0030533
PF3D7_1216900	GO:0005634
PF3D7_1217200	GO:0030686,GO:0034462
PF3D7_1217300	GO:0003924,GO:0005525,GO:0005739,GO:0020011,GO:0020036,GO:0043022
PF3D7_1217600	GO:0005680
PF3D7_1217800	GO:0008270,GO:0017183
PF3D7_1218000	GO:0002020,GO:0005783,GO:0005794,GO:0009986,GO:0020008,GO:0020009,GO:0044409
PF3D7_1218300	GO:0005515,GO:0005634,GO:0005829,GO:0006897,GO:0020014,GO:0030276,GO:0042493
PF3D7_1218400	GO:0016021
PF3D7_1218500	GO:0000266,GO:0003924,GO:0005525,GO:0005634,GO:0005737,GO:0005739,GO:0007005
PF3D7_1218600	GO:0004814,GO:0006420
PF3D7_1219000	GO:0000910,GO:0003779,GO:0005737,GO:0030041,GO:0045010
PF3D7_1219100	GO:0005634,GO:0030125,GO:1903561
PF3D7_1219300	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0046789,GO:0050839,GO:0098609
PF3D7_1219600	GO:0004012,GO:0015914,GO:0016021,GO:0042493
PF3D7_1219700	GO:0008429,GO:0019887
PF3D7_1219900	GO:0004750,GO:0006098
PF3D7_1220100	GO:0000350,GO:0000389,GO:0005681
PF3D7_1220300	GO:0005634
PF3D7_1220600	GO:0020011
PF3D7_1220900	GO:0000785,GO:0000792,GO:0003682,GO:0005515,GO:0005634,GO:0006333,GO:0031935,GO:0034399,GO:0062072
PF3D7_1221000	GO:0005634,GO:0020033,GO:0034399,GO:0042800
PF3D7_1221400	GO:0070258
PF3D7_1221500	GO:0005739
PF3D7_1221700	GO:0020011
PF3D7_1221800	GO:0020011
PF3D7_1222100	GO:0044310
PF3D7_1222300	GO:0005634,GO:0005783,GO:0009408,GO:0009986,GO:0020020,GO:0051082,GO:1903561
PF3D7_1222400	GO:0043565
PF3D7_1222500	GO:0017178,GO:0017183
PF3D7_1222600	GO:0001216,GO:0005515,GO:0005634,GO:0042493,GO:0043565
PF3D7_1222700	GO:0005515,GO:0019898,GO:0033644,GO:0044409,GO:0070258
PF3D7_1223100	GO:0005515,GO:0005634,GO:0005952,GO:0008603,GO:0071889
PF3D7_1223300	GO:0003677,GO:0003918,GO:0005524,GO:0006265,GO:0020011
PF3D7_1223400	GO:0004012,GO:0005524,GO:0015917,GO:0016021
PF3D7_1223700	GO:0005783,GO:0006879,GO:0015093,GO:0015297,GO:0015684
PF3D7_1223800	GO:0005371,GO:0005739,GO:0006842,GO:0006843
PF3D7_1223900	GO:0003735,GO:0042254
PF3D7_1224000	GO:0003934,GO:0005634,GO:0006730,GO:0009396,GO:0042493
PF3D7_1224300	GO:0005634,GO:0005737,GO:0005829,GO:0008143,GO:0009986,GO:0034399,GO:0043186
PF3D7_1224400	GO:0005634
PF3D7_1224500	GO:0003682,GO:0005634,GO:0016458,GO:0031497,GO:0051082
PF3D7_1224600	GO:0005739,GO:0005743,GO:0018063,GO:0055114
PF3D7_1224900	GO:0000398,GO:0005689
